time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.936633,10.0622,9.3857,-11.1955,17.739
3.946733,12.1915,10.9683,-14.6087,21.963
3.956039,13.4783,8.6799,-11.8700,19.947
3.967089,13.5707,8.7061,-11.7816,19.969
3.977872,10.1341,6.3624,5.8277,13.310
3.987803,0.0088,3.8326,1.2483,4.031
3.996656,-5.0657,0.7597,-4.7957,7.017
4.006789,-5.5251,-2.2347,-10.4648,12.043
4.016463,-3.7555,-3.2545,-13.6104,14.489
4.030288,-4.6704,-4.6994,-11.6111,13.368
4.035888,-7.1284,-5.3579,-6.3643,10.956
4.047713,-10.5004,-4.8812,-4.3554,12.371
4.056472,-10.5605,-4.8244,-4.1401,12.326
4.067004,-3.9799,-0.1936,-1.4786,4.250
4.076287,-0.2563,3.1324,-1.3217,3.410
4.088324,2.8030,5.6462,-1.5132,6.483
4.099897,3.4201,6.2069,-0.7873,7.130
4.107775,3.8447,5.7040,1.1159,6.969
4.120427,4.1581,4.9989,2.8308,7.092
4.128322,4.4606,3.8967,3.7083,6.988
4.136033,4.0897,2.6698,3.5921,6.063
4.148312,2.2817,0.6907,1.6881,2.921
4.158304,0.1440,-1.1210,0.2132,1.150
4.167073,-1.7392,-1.8872,-1.6330,3.042
4.179572,-1.0952,-0.5487,-0.9006,1.520
4.186783,1.5343,1.6848,0.9092,2.453
4.196103,3.1435,2.7258,1.7088,4.498
4.207261,3.4266,3.2201,2.4338,5.295
4.216158,1.8132,2.9646,2.7857,4.454
4.235707,-1.5072,1.8960,2.7928,3.697
4.237268,-3.3131,1.1116,2.2361,4.149
4.247300,-4.3807,0.3192,1.0144,4.508
4.255965,-4.6215,-0.4872,0.1329,4.649
4.268461,-4.2704,-2.0683,0.7085,4.798
4.277300,-4.2465,-3.5443,1.7685,5.807
4.287230,-4.6089,-4.7672,2.5988,7.122
4.301550,-5.5405,-4.7021,2.2902,7.619
4.307095,-6.5282,-4.8889,1.9033,8.375
4.322814,-6.3445,-5.2105,2.5011,8.582
4.329955,-5.1261,-5.3724,4.1968,8.530
4.336393,-3.8815,-5.2793,6.1018,8.954
4.347813,-3.1224,-4.9575,7.1991,9.282
4.356554,-3.5400,-5.8009,6.4593,9.376
4.367011,-5.0452,-8.2535,4.0542,10.489
4.376860,-5.5139,-8.1985,3.9689,10.648
4.387210,-5.7595,-5.5803,5.3282,9.628
4.399688,-6.2420,-3.6817,4.2729,8.413
4.407791,-5.9476,-1.8881,1.7428,6.479
4.417988,-4.7894,-0.6433,-0.8812,4.912
4.427234,-2.2950,0.3630,-3.3706,4.094
4.436279,-0.1356,0.3299,-4.8850,4.898
4.447294,1.9783,-1.1279,-4.6300,5.160
4.456521,3.0120,-3.9414,-2.7224,5.658
4.467402,4.2396,-6.9579,-0.7766,8.185
4.476322,5.1373,-9.0068,1.0516,10.422
4.491385,5.4802,-11.4600,3.3549,13.139
4.500518,5.0654,-12.0612,2.9527,13.411
4.510260,5.2938,-9.1675,1.0600,10.639
4.516251,5.8220,-6.7476,-0.8081,8.949
4.531209,6.1024,-3.3540,-2.4638,7.386
4.536121,5.3065,-2.3738,-1.9381,6.128
4.549859,3.1380,-1.1802,-3.4469,4.808
4.556544,1.9172,-0.5636,-5.3882,5.747
4.569155,-0.1834,1.2589,-4.4660,4.644
4.576075,-2.8678,1.3146,-5.6110,6.437
4.588806,-4.6773,1.7074,-5.2018,7.201
4.599888,-4.7305,2.6135,-5.5458,7.744
4.609454,-3.6535,4.9265,-6.2469,8.755
4.619203,-2.3898,6.2242,-6.8448,9.555
4.629500,-0.7799,7.8635,-6.9779,10.542
4.636065,0.6357,8.8692,-7.5351,11.655
4.650221,2.1133,10.6241,-7.2278,13.022
4.656430,2.3615,10.9298,-7.1534,13.274
4.669070,2.2507,10.5850,-6.9072,12.838
4.676156,1.9313,10.0788,-6.7624,12.290
4.689310,1.3390,8.8521,-5.8311,10.684
4.701867,1.2671,8.2354,-5.2201,9.832
4.710411,1.2157,7.2350,-4.1901,8.449
4.717605,1.0097,6.8230,-3.4663,7.719
4.731618,0.3349,5.3958,-0.9657,5.492
4.736077,0.1551,3.9094,1.3803,4.149
4.749298,-0.2170,0.4019,6.2380,6.255
4.757080,-0.7142,-1.8209,9.5296,9.728
4.769038,-2.6115,-8.0167,13.6517,16.045
4.777077,-1.7673,-11.4396,12.4838,17.024
4.789476,-0.0379,-12.7038,8.3040,15.177
4.801989,0.2698,-10.8550,6.5581,12.685
4.811872,3.0387,-3.1343,3.7325,5.744
4.817096,4.3221,0.4592,2.2284,4.884
4.830389,4.3250,4.0797,0.8821,6.011
4.835879,3.8615,4.3692,0.8051,5.886
4.849035,3.9479,1.4952,4.4189,6.111
4.856022,3.7379,-1.7682,4.9776,6.471
4.869320,4.6912,-7.1453,3.3502,9.181
4.876258,5.1422,-8.8892,0.6445,10.290
4.888997,3.2802,-8.2873,-6.4310,10.991
4.896113,3.3288,-8.2873,-6.4211,11.000
4.909147,3.1790,-6.4774,-5.9525,9.354
4.917372,4.3547,-5.4429,-4.1882,8.132
4.929116,5.9110,0.2586,-8.0926,10.025
4.936287,6.7245,2.0277,-9.4740,11.794
4.949314,7.0290,4.4274,-9.6034,12.698
4.955889,6.4908,5.5812,-6.0465,10.480
4.969517,3.2664,7.0139,-1.7658,7.936
4.976123,0.4102,7.3339,-1.5893,7.515
4.990077,-3.5225,3.9887,-4.0180,6.668
4.996595,-4.1063,0.4832,-7.8258,8.851
5.010212,-4.0870,-2.9261,-11.2894,12.358
5.019825,-4.9833,-4.1151,-10.2804,12.143
5.029194,-7.9787,-6.4489,-5.2746,11.536
5.036187,-8.8080,-6.3782,-4.4254,11.741
5.050496,-6.2598,-2.9979,-2.4144,7.349
5.056078,-3.6845,-0.5973,-1.7031,4.103
5.069351,1.5895,4.0047,-0.5681,4.346
5.078246,2.9019,5.3198,-0.6118,6.091
5.089291,3.8187,6.1660,1.3606,7.379
5.096019,4.1857,6.4263,1.6811,7.851
5.109887,4.0494,5.4370,0.3369,6.788
5.116306,3.8668,4.2661,0.1686,5.760
5.129665,1.8073,0.5948,0.1473,1.908
5.136391,0.4618,-0.8806,-0.5063,1.116
5.148987,-1.6586,-3.0183,-0.9847,3.582
5.156292,-0.9471,-1.9280,0.4939,2.204
5.169294,1.7573,1.6191,4.0008,4.660
5.176029,2.6021,2.6440,4.9002,6.146
5.189243,3.1618,3.2675,4.8906,6.678
5.196344,2.1718,2.7035,3.8348,5.170
5.209517,-1.5135,0.4835,2.4381,2.910
5.220772,-2.7787,-0.1666,2.1478,3.516
5.229075,-4.4921,-0.1944,1.5975,4.772
5.237034,-4.7749,0.0906,1.3775,4.970
5.250195,-4.4592,-0.5099,0.9760,4.593
5.256913,-4.3362,-1.6944,1.6537,4.940
5.270581,-5.3372,-4.0339,2.9013,7.292
5.277236,-5.9984,-3.9156,2.5006,7.587
5.290517,-6.8145,-3.8682,1.5071,7.979
5.297641,-6.9440,-4.5642,1.2617,8.405
5.310673,-6.2572,-5.9465,3.0725,9.163
5.322361,-5.4470,-6.2255,5.2618,9.804
5.330182,-3.5764,-5.7812,8.3384,10.758
5.336931,-2.6294,-5.5345,8.4966,10.476
